0 0.149257
0.16 0.147503
0.32 0.147341
0.48 0.149132
0.64 0.148859
0.8 0.149173
0.96 0.149057
1.12 0.148733
1.28 0.148952
1.44 0.149097
1.6 0.148975
1.76 0.149082
1.92 0.148927
2.08 0.149113
2.24 0.149286
2.4 0.149591
2.56 0.151336
2.72 0.152426
2.88 0.152833
3.04 0.152957
3.2 0.152636
3.36 0.151319
3.52 0.151454
3.68 0.151534
3.84 0.151154
4 0.151322
4.16 0.151083
4.32 0.150889
4.48 0.150945
4.64 0.150801
4.8 0.15079
4.96 0.150471
5.12 0.150312
5.28 0.149768
5.44 0.148053
5.6 0.147367
5.76 0.147293
5.92 0.14679
6.08 0.147433
6.24 0.148125
6.4 0.147959
6.56 0.147872
6.72 0.147859
6.88 0.148171
7.04 0.147903
7.2 0.14798
7.36 0.148033
7.52 0.148089
7.68 0.148097
7.84 0.147988
8 0.14838
8.16 0.149161
8.32 0.149962
8.48 0.150522
8.64 0.150822
8.8 0.150726
8.96 0.150026
9.12 0.149758
9.28 0.149881
9.44 0.149673
9.6 0.149491
9.76 0.149575
9.92 0.149397
10.08 0.149277
10.24 0.149225
10.4 0.149115
10.56 0.149043
10.72 0.148911
10.88 0.148521
11.04 0.147716
11.2 0.146981
11.36 0.14659
11.52 0.146246
11.68 0.146458
11.84 0.146848
12 0.146845
12.16 0.146819
12.32 0.146888
12.48 0.146954
12.64 0.146812
12.8 0.146842
12.96 0.146975
13.12 0.146902
13.28 0.146859
13.44 0.146936
13.6 0.14704
13.76 0.147314
13.92 0.147898
14.08 0.148517
14.24 0.148714
14.4 0.148722
14.56 0.148539
14.72 0.148282
14.88 0.148139
15.04 0.148038
15.2 0.148022
15.36 0.147925
15.52 0.14782
15.68 0.147768
15.84 0.147697
16 0.147592
16.16 0.14753
16.32 0.147438
16.48 0.147296
16.64 0.146853
16.8 0.146233
16.96 0.145881
17.12 0.145629
17.28 0.145531
17.44 0.145705
17.6 0.145833
17.76 0.145848
17.92 0.145839
18.08 0.14587
18.24 0.145889
18.4 0.145848
18.56 0.145897
18.72 0.145906
18.88 0.145914
19.04 0.14595
19.2 0.145953
19.36 0.146079
19.52 0.146483
19.68 0.146897
19.84 0.1471
20 0.147248
20.16 0.147282
20.32 0.147054
20.48 0.146916
20.64 0.146934
20.8 0.146867
20.96 0.146768
21.12 0.146734
21.28 0.146746
21.44 0.146655
21.6 0.146561
21.76 0.146551
21.92 0.14653
22.08 0.146423
22.24 0.146204
22.4 0.145869
22.56 0.145541
22.72 0.145302
22.88 0.145174
23.04 0.145232
23.2 0.145328
23.36 0.145342
23.52 0.145378
23.68 0.145423
23.84 0.145431
24 0.145423
24.16 0.145457
24.32 0.145494
24.48 0.145518
24.64 0.145536
24.8 0.145549
24.96 0.145633
25.12 0.145827
25.28 0.146108
25.44 0.146351
25.6 0.146508
25.76 0.146574
25.92 0.146504
26.08 0.146434
26.24 0.146413
26.4 0.14636
26.56 0.146318
26.72 0.146312
26.88 0.146294
27.04 0.146247
27.2 0.146201
27.36 0.146189
27.52 0.146163
27.68 0.146107
27.84 0.14603
28 0.14584
28.16 0.145575
28.32 0.145387
28.48 0.145289
28.64 0.145243
28.8 0.145265
28.96 0.145327
29.12 0.14536
29.28 0.145368
29.44 0.145391
29.6 0.145419
29.76 0.145427
29.92 0.145445
30.08 0.145485
30.24 0.145513
30.4 0.14552
30.56 0.145554
30.72 0.145662
30.88 0.145842
31.04 0.146031
31.2 0.146168
31.36 0.146258
31.52 0.146281
31.68 0.146236
31.84 0.146204
32 0.14619
32.16 0.146164
32.32 0.146141
32.48 0.14613
32.64 0.146115
32.8 0.146085
32.96 0.146056
33.12 0.146036
33.28 0.146023
33.44 0.145981
33.6 0.145868
33.76 0.145706
33.92 0.145566
34.08 0.145458
34.24 0.145382
34.4 0.14538
34.56 0.145421
34.72 0.145431
34.88 0.145437
35.04 0.145473
35.2 0.14549
35.36 0.145484
35.52 0.145505
35.68 0.145543
35.84 0.145561
36 0.145564
36.16 0.145588
36.32 0.145649
36.48 0.145744
36.64 0.145873
36.8 0.145998
36.96 0.146084
37.12 0.146122
37.28 0.14612
37.44 0.146108
37.6 0.146093
37.76 0.146073
37.92 0.146059
38.08 0.146052
38.24 0.146041
38.4 0.146019
38.56 0.145997
38.72 0.145983
38.88 0.145971
39.04 0.145948
39.2 0.145891
39.36 0.145797
39.52 0.14569
39.68 0.145594
39.84 0.145529
40 0.145504
40.16 0.145505
40.32 0.145515
40.48 0.145528
40.64 0.145544
40.8 0.145554
40.96 0.145559
41.12 0.145573
41.28 0.145594
41.44 0.145608
41.6 0.145621
41.76 0.145637
41.92 0.145661
42.08 0.145714
42.24 0.145803
42.4 0.145895
42.56 0.145963
42.72 0.146011
42.88 0.146036
43.04 0.146032
43.2 0.146019
43.36 0.146014
43.52 0.146006
43.68 0.145992
43.84 0.145986
44 0.145978
44.16 0.14596
44.32 0.145942
44.48 0.145935
44.64 0.145924
44.8 0.145893
44.96 0.145838
45.12 0.145766
45.28 0.145695
45.44 0.145637
45.6 0.145599
45.76 0.145588
45.92 0.145591
46.08 0.145596
46.24 0.145603
46.4 0.145613
46.56 0.14562
46.72 0.145625
46.88 0.145637
47.04 0.145653
47.2 0.145665
47.36 0.145672
47.52 0.145686
47.68 0.145718
47.84 0.14577
48 0.14583
48.16 0.145887
48.32 0.145935
48.48 0.145963
48.64 0.145968
48.8 0.145968
48.96 0.145967
49.12 0.145958
49.28 0.145949
49.44 0.145947
49.6 0.145942
49.76 0.145927
49.92 0.145915
50.08 0.145909
50.24 0.1459
50.4 0.145882
50.56 0.145853
50.72 0.145809
50.88 0.145756
51.04 0.145708
51.2 0.145674
51.36 0.145655
51.52 0.145648
